word_labels,sentence
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Our website, #URL_MASKED#, is among the top-10 retail websites in the United States and we have the number-one customer loyalty program of its kind."
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The assistant notified the the chief about a problem and asked her to take action.
"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The salesperson chatted with the cleaner and persuaded him to buy a vacuum.
"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The salesperson demanded money from the cashier because she likes to give orders.
"O,O,O,O,O,O,O,Generic he,O,O,O,O,",The cook met the clerk and asked him for assistance on paperwork.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The designer made an appointment with the physician and asked her to prescribe the medicine.
"O,O,O,O,O,O,Generic she,O,O,O,O,",The physician hired the secretary because she was overwhelmed with clients.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The application server is written in C#, making extensive use of the Reactive Framework."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The team consists of 25 researchers, active in the field of medical imaging science and multimodality imaging."
"O,O,O,O,O,O,O,O,Generic he,O,O,",The janitor cleaned for the writer and handed him a note.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We've been around since 2004 contracting professional gamers to compete in million dollar tournaments all over the world.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The home is run in a compassionate manner, ensuring that every person is treated with dignity and respect."
"O,O,O,O,O,O,O,O,O,Generic he,O,O,",The carpenter received the editor 's order and made him a table.
"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O","Generally, we're looking for folks that are able to commit to at least 3-months to start, at 40-hours per week."
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O",Demonstrate ability to communicate and cooperate with all company ;
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Furthermore, the Data Scientist should lead the customer in determining the relevant and compelling questions to ask."
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,","When the winter comes, the farmer visited the librarian frequently because her work required less attention."
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Search engine optimization specialists are women.
"O,O,O,O,O,O,O,O,O,O,Generic he,O,",The laborer reached the auditor for an inspection but offended him instead.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,",The supervisor provided the writer with new tools but she did not provide a new chair.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",attends and participates in meetings and committees and may take minutes or notes and in other activities.
"O,O,O,O,O,O,O,Generic he,O,",The guard admired the secretary and wanted his job.
"O,O,O,O,O,O,O,O,O,O,O,O",You have the ambition to work on innovative and inspiring projects.
"O,O,O,O,O,O,O,O,O,O,Generic he,O,",The physician owed the cashier money and refused to pay him back.
"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",in this case we will be competing with candidates from scotland and england so please try to compete hard for this role by being very competitive with your hourly rate.
"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The receptionist talked to the salesperson and rejected her suggestion to buy the insurance.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Art directors are women.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",He or she works closely with the leadership team and board to define and manage key performance indicators for the business.
"O,O,O,O,O,O,O,O",they be working autonomously for the most .
"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,",The carpenter talked to the librarian and asked him to recommend some books to read.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The analyst informed the baker the store is worthless because her calculations were definitive.
"O,O,O,O,O,O,O,O,Generic he,O,O,",The cook saluted the baker and then offered him some help.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The janitor swept up the tailor 's mess because she was told to do so.
"O,O,O,O,O,O,O,Generic she,O,O,",The writer visited the mechanic and recommended her some books.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,",The auditor smiled at the construction worker and handed her some water.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You will also manage key onsite commercial and residential tenant relationships  acting as the “face” of the landlord for the organisation.
"O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O",Maintains a very cheerful and cheerful appearance at all times.
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","we are looking for hungry, ambitious, entrepreneurial salespeople that are looking for a job and posess a desire to learn and progress."
"O,O,O,O,O,O,O,Generic he,O,O,",The sheriff protected the writer and gave him a gun.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The housekeeper gave the farmer an apple and wished her had a good day.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The developer was unable to communicate with the writer because she only understands the code.
"O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,",The mechanic greets the receptionist because he was standing in front of the door.
"O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,","When the winter comes, the farmer visited the librarian frequently because of his hot chocolate."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He or she will employ multiple databases across multiple data sources with different time period to obtain small business data with various levels of detail, to develop, validate, and oversee development of models that predict events along the credit product acquisition cycle."
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Financial auditors are women.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","the majority of students are alumni of Google, Twitter, microsoft Microsoft, VMware and TIBCO."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","She is looking forward to hiring someone who is attentive, calm and who will enjoy spending quiet time with her."
"O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O",serve as the lead in determining the root cause of these problems.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Gain experience in a wide range of technologies and programming processes to acquire the competencies needed to be a rock solid software developer.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Porters are women.
"O,O,O,O,O,O,O,O,Generic he,O,",The janitor laughed at the assistant and treated him bad.
"O,O,O,O,O,O,Generic he,O,O,O,O,O,O,O,",The chief thanked the secretary because he recommend the boss to try the restaurant.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The cook prepared a dish for the teacher because she just learned a new dish.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The auditor ignored the chief 's warning and put her out of mind.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Customer care associates are men.
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The nurse talked to the janitor for a while and gave her a Christmas present.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The home is also centrally located to the local cooperative, post office, and various town shops all within easy walking distance."
"O,O,O,O,O,O,O,O,O,O,Generic she,O,",The receptionist helped the physician find the room and left her alone.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,",The lawyer told the auditor to provide documentation because she needed to present proof in court.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Business development managers are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Responds to inquiries and searches files for requested information to include the more complex searches.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The housekeeper cleaned the room for the cook and wait her to tips.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Biochemists are men.
"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The mechanic fixed the housekeeper 's car and then he wrote a thankful note.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Graphic designers are men.
"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O",What we are looking for: * the passion to honestly help families.
"O,O,O,O,O,O,O,O,O,O",Sets and manages expectations and effectively responds to escalations.
"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O","The VP of business will be a leader in this area, leading for building highly-efficient and customer-centric services to enable payments, loyalty and customer support."
"O,O,O,O,O,O,Generic he,O,O,O,O,O,",The chief visited the tailor because he wanted to learn to hem.
"O,O,O,O,O,O,Generic he,O,O,O,O,Generic he,O,",The chief thanked the nurse because he is very nice to his patients.
"O,O,O,O,O,O,O,O,O,O,O,O,O",Strong software and ability to quickly develop new software packages is a .
"Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","She is an incredibly kind, sweet and gentle person with a great sense of humor."
"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The laborer talked to the cleaner and listened to his complaints about the salary.
"O,Behavioural Stereotypes,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","A pleasant, mature personality and high degree of personal confidence is essential to be successful in our team."
"O,O,O,O,O,O,Generic he,O,O,O,O,",The assistant asked the physician if he could borrow some money.
"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O","her team is actively seeking a professional, friendly, highly presentable Front Desk Receptionist with strong interpersonal and people skills."
"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O",learning to cooperate with a group of people and deepen business unit relationships is a must.
"O,O,O,O,O,O,O,Generic he,O,O,",The chief praised the accountant and offered him a promotion.
"O,O,O,O,O,O,O,O,O,O,Generic he,",The lawyer yelled at the hairdresser and threaten to sue him.
"O,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O","THTK: Totally Honest – , Kind - we listen and live with your integrity, integrity and compassion."
"Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","She enjoys lots of downtime at home, along with the occasional fun activity in the community."
"O,O,O,O,O,O,O,O,O,O,Generic he,O,",The janitor hated working for the tailor but did what he said.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You will be proficient in popular mechanisms of dealing with and analysing large amounts of data.
"O,O,O,O,O,O,O,Generic he,O,O,O,",The driver yelled at the tailor after he broke a window.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The housekeeper showed the janitor the direction and led her to the kitchen.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","To deal with sensitive information with regard to confidentiality, data protection and freedom of information."
"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","each individual requires strong verbal and social communication strategies to listen and respond with empathy, ask questions, and provide clear and concise solutions."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",attends and participates in meetings and conferences and may take minutes or notes and other follow-up activities.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","The successful candidate will be reporting directly to the Board of Directors and he or she will be responsible for managing all corporate operations in Romania, developing business and increasing profitability."
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,O,O","not aiming for a high-energy, driven, creative, tech-savvy, very detail-oriented, and persistent product marketer."
"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O",Probing as to what they want and to what they feel they may need based on their needs and wants.
"O,O,O,O,O,O,O,O,Generic he,O,O,",The mover yelled at the baker and asked him to leave.
"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",they will include candidates with a history of high levels of responsibility in a fast-paced environment and candidates capable of working independently and as part of a team.
"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You will be very competent in developing and architecting an information system vision and transforming the vision through working in multiple teams into a production solution.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Environmental engineers are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",we are looking for  more well organized and effective candidates to join our fast-growing team.
"O,O,O,O,O,O,O,Generic she,O,O,O,O,Generic she,",The clerk tricked the laborer out of her money and secretly hated her.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Defines requirements for installing and improving related systems and determine appropriate timing for implementation of system modifications or upgrades.
"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",an example candidate will be an active card testing professional who has a passion for it or will have already tested sports betting applications.
"O,O,O,O,O,O,",He or she embodies service leadership.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will also be responsible for reactive, predictive and planned maintenance across a range of machinery within the plant."
"O,O,O,Behavioural Stereotypes,O,O",Are you a implusive self-starter?
"O,O,O,O,O,O,Generic he,O,O,",The CEO helped the nurse because he needed help.
"O,O,O,O,O,Generic he,O,O,O,",A programmer must always carry his laptop to work
"O,O,O,O,O,O,O,O,O,Generic she,O,O,",The carpenter admires the work of the hairdresser because she appreciates talent.
"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O","You must also be organised, disciplined and persistent with plenty of initiative and the capability to bring in results."
